h3_cell,violation_count,unique_vehicles,unique_devices,unique_days,mean_severity,peak_hour_count,mean_vehicle_severity,dominant_vehicle,dominant_violation,lat,lon,police_station,has_junction_pct,road_type,lanes,road_capacity,peak_ratio,violations_per_device,has_stdbscan_cluster,gi_z_score,gi_p_value,gi_hotspot,gi_coldspot,lisa_i,lisa_p,lisa_q,lisa_label,lisa_significant,lisa_hh,hotspot_status,hotspot_confidence,mean_dwell,median_dwell,dwell_samples,chronic_offender_count,max_days_seen,lambda_raw,lambda_normalized,mu,expected_n,bpr_delay_min_per_km,cis_violation_density,cis_vehicle_severity,cis_queueing_delay,road_impact_raw,cis_road_capacity_impact,cis_temporal_persistence,cis_peak_hour_ratio,CIS,rank,sensitivity_note,location_name,peak_description,predicted_risk,risk_category,trend_direction,predicted_violations_next_week,priority_score,recommended_shift,peak_hour
89618920babffff,761,666,31,83,2.561534836000335,61,2.814717477003942,CAR,PARKING IN A MAIN ROAD | WRONG PARKING,12.950866103337152,77.69983930432767,HAL Old Airport,0.0,collector,2.0,2400.0,0.0801576872536136,24.548387096774192,True,0.0438397666682235,0.333,False,False,0.0576887178391044,0.339,1,HH,False,False,EMERGING,0.3,48.25,21.0,4.0,9.0,9.0,0.2100865468231656,0.0067769853813924,1.243523316062176,0.005449825744203,0.0727713456260423,0.1499897267310458,0.3629434954007884,0.2511105262798088,12.274193548387096,0.1526881720430107,0.5466666666666666,0.0801576872536136,24.58938972173605,181,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),HAL Old Airport / Cell-abffff,Distributed throughout the day,17.212572805215235,MINIMAL,FALLING,38,4.232466608211929,night_shift,3:00
89618920bb7ffff,239,226,22,41,1.455203532223278,29,2.3158995815899583,CAR,WRONG PARKING,12.94472981390266,77.69803698256976,HAL Old Airport,0.0,collector,1.0,1200.0,0.1213389121338912,10.863636363636363,True,0.5944203632616359,0.068,False,False,0.1596251015653803,0.072,1,HH,False,False,EMERGING,0.3,22.5,22.5,2.0,0.0,,0.0659798747578667,0.0029990852162666,2.6666666666666665,0.0011246569561,0.0721552083879224,0.0628257093225246,0.2631799163179916,0.242857011501932,10.863636363636363,0.1347763347763347,0.2666666666666666,0.1213389121338912,17.59308209911219,670,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),HAL Old Airport / Cell-b7ffff,Distributed throughout the day,22.87100672884585,LOW,RISING,19,4.0237149906993235,morning_shift,6:00
89618920bc3ffff,29,29,4,14,1.027910140485902,4,2.293103448275862,MAXI-CAB,WRONG PARKING,12.9561091,77.71172281724138,HAL Old Airport,0.0,arterial,2.0,3600.0,0.1379310344827586,7.25,False,0.4107491564323453,0.113,False,False,-0.0051364768258136,0.12,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0080059262258499,0.0020014815564624,0.6057786546239967,0.0033039816460763,0.0542962265870561,0.0398089171974522,0.2586206896551724,0.0036256177607246,3.625,0.0428571428571428,0.0866666666666666,0.1379310344827586,9.128983232605645,1798,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),HAL Old Airport / Cell-c3ffff,Distributed throughout the day,9.128983232605645,MINIMAL,STABLE,0,0.8333833486119501,morning_shift,3:00
89618920bc7ffff,2,2,1,2,1.2476649250079015,0,3.0,MAXI-CAB,WRONG PARKING,12.9559348,77.70847280000001,HAL Old Airport,0.0,collector,2.0,2400.0,0.0,2.0,False,-0.0108537406429903,0.392,False,False,0.0044950426858175,0.386,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000552132843162,0.000552132843162,0.6057786546239967,0.0009114432127107,0.072161452239154,0.0063694267515923,0.4,0.242940651501631,1.0,0.0095238095238095,0.0066666666666666,0.0,13.227572508346242,1187,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),HAL Old Airport / Cell-c7ffff,Distributed throughout the day,13.227572508346242,MINIMAL,STABLE,0,1.7496867446355728,night_shift,2:00
89618920bcfffff,38,37,3,10,1.217621235720608,0,2.881578947368421,MAXI-CAB,WRONG PARKING,12.95659897368421,77.70901252105263,HAL Old Airport,0.0,arterial,2.0,2400.0,0.0,12.666666666666666,True,-0.1142326662618093,0.456,False,False,-0.0467710644767793,0.482,4,HL,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.0104905240200792,0.0034968413400264,0.6057786546239967,0.0057724736805011,0.0546257428298315,0.0743099787685774,0.3763157894736841,0.0080396784781,6.333333333333333,0.0772486772486772,0.06,0.0,11.30358898698028,1466,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),HAL Old Airport / Cell-cfffff,Distributed throughout the day,14.694665683074364,MINIMAL,RISING,4,1.6610246118255643,night_shift,2:00
89618920bdbffff,218,214,27,49,1.0759836894158072,49,2.073394495412844,MAXI-CAB,WRONG PARKING,12.956866655400232,77.71516099434281,HAL Old Airport,0.0,arterial,2.0,3600.0,0.2247706422018348,8.074074074074074,True,0.519530493784332,0.084,False,False,0.0268057352876242,0.084,1,HH,False,False,EMERGING,0.3,187.0,187.0,1.0,0.0,,0.060182479904665,0.0022289807372098,0.320855614973262,0.0069469899643039,0.0545443830564293,0.0450577966501533,0.2146788990825688,0.0069498172417481,4.037037037037037,0.0480893592004703,0.32,0.2247706422018348,11.728066052765575,1409,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),HAL Old Airport / Cell-dbffff,Distributed throughout the day,15.246485868595247,MINIMAL,RISING,18,1.7881179333944197,night_shift,2:00
89618920c03ffff,1,1,1,1,0.6931471805599453,0,2.0,CAR,NO PARKING,12.9257072,77.7375472,Whitefield,0.0,arterial,2.0,3600.0,0.0,1.0,False,-0.3431426931134643,0.057,False,False,0.1710074055428565,0.069,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.0540553380972173,0.0,0.2,0.0003987770705372,0.5,0.0031746031746031,0.0,0.0,4.055594589029794,2356,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-03ffff,Distributed throughout the day,3.244475671223835,MINIMAL,UNKNOWN,1,0.13158277976454194,night_shift,4:00
89618920c17ffff,17,11,6,10,1.3943877465687329,1,2.7058823529411766,GOODS AUTO,NO PARKING,12.921080505882356,77.73636147058824,Whitefield,0.0,arterial,2.0,3600.0,0.0588235294117647,2.833333333333333,False,-0.3609021733467182,0.037,False,True,0.1284505596726191,0.049,3,LL,True,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0046931291668775,0.0007821881944795,0.6057786546239967,0.0012912112180068,0.0541485149676468,0.0116772823779193,0.3411764705882353,0.0016469351584867,1.4166666666666663,0.0148148148148148,0.06,0.0588235294117647,8.558857690722293,1926,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-17ffff,Distributed throughout the day,11.12651499793898,MINIMAL,RISING,7,0.9523025846104697,morning_shift,6:00
89618920c57ffff,1,1,1,1,1.9775021196025977,1,2.0,CAR,PARKING IN A MAIN ROAD | WRONG PARKING,12.9298278,77.7403797,Whitefield,0.0,arterial,2.0,3600.0,1.0,1.0,False,-0.3431426931134643,0.057,False,False,0.1710074055428565,0.069,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.0540553380972173,0.0,0.2,0.0003987770705372,0.5,0.0031746031746031,0.0,1.0,14.055594589029797,1074,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-57ffff,Heavy peak-hour concentration (>60%),11.24447567122384,MINIMAL,UNKNOWN,1,1.5804779140093101,morning_shift,9:00
89618920cbbffff,7,2,1,2,0.7426576934570842,0,2.142857142857143,CAR,NO PARKING,12.919080442857142,77.7363584,Whitefield,0.0,collector,2.0,2400.0,0.0,7.0,False,-0.4012738285532541,0.012,False,True,0.0128210879890925,0.014,3,LL,True,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0019324649510672,0.0019324649510672,0.6057786546239967,0.0031900512444874,0.0723591933669438,0.0382165605095541,0.2285714285714285,0.2455895083137711,3.5,0.0412698412698412,0.0066666666666666,0.0,11.124347036157133,1492,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-bbffff,Distributed throughout the day,7.787042925309993,MINIMAL,FALLING,0,0.8662576788660058,night_shift,5:00
89618920e1bffff,2,2,1,1,1.3183347464017316,0,2.0,CAR,NO PARKING | WRONG PARKING,12.9492875,77.745304,Whitefield,0.0,arterial,2.0,3600.0,0.0,2.0,False,-0.146783005531245,0.393,False,False,0.06170460334891,0.423,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000552132843162,0.000552132843162,0.6057786546239967,0.0009114432127107,0.0540882011494188,0.0063694267515923,0.2,0.0008389966680718,1.0,0.0095238095238095,0.0,0.0,4.318872745008391,2331,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-1bffff,Distributed throughout the day,3.4550981960067126,MINIMAL,UNKNOWN,2,0.14922129430061049,night_shift,0:00
89618920e43ffff,20,20,5,13,1.3378574746403944,2,2.4,CAR,WRONG PARKING,12.95661206,77.7454168,Whitefield,0.0,arterial,2.0,3600.0,0.1,4.0,False,-0.2362587807389037,0.234,False,False,0.0626534148335641,0.256,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0055213284316206,0.0011042656863241,0.6057786546239967,0.0018228864254214,0.0541803506499316,0.019108280254777,0.2799999999999999,0.0020733925415904,2.0,0.0222222222222222,0.08,0.1,8.252508190534568,1958,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-43ffff,Distributed throughout the day,5.7767557333741975,MINIMAL,FALLING,0,0.47672724004388095,morning_shift,13:00
89618920e47ffff,9,9,1,1,2.1320596947334707,1,4.111111111111111,LORRY/GOODS VEHICLE,NO PARKING,12.954285066666666,77.74439806666666,Whitefield,0.0,arterial,3.0,5400.0,0.1111111111111111,9.0,True,-0.2847134587919428,0.151,False,False,-0.0352036907673213,0.166,4,HL,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.0024845977942292,0.0024845977942292,0.6057786546239967,0.0041014944571981,0.0544292527679051,0.0509554140127388,0.6222222222222221,0.0054075804170185,3.0,0.0349206349206349,0.0,0.1111111111111111,15.46140203802392,867,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-47ffff,Distributed throughout the day,12.369121630419135,MINIMAL,UNKNOWN,9,1.9124396238512815,morning_shift,7:00
89618920e4bffff,16,16,8,9,1.2255020513102048,4,2.125,CAR,WRONG PARKING,12.95924134375,77.74670530625,Whitefield,0.0,arterial,2.0,3600.0,0.25,2.0,False,-0.2227147160801527,0.261,False,False,0.0936625470961322,0.285,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0044170627452965,0.000552132843162,0.6057786546239967,0.0009114432127107,0.0540923107867246,0.0063694267515923,0.225,0.0008940476374608,1.0,0.0095238095238095,0.0533333333333333,0.25,7.853307097729504,2013,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-4bffff,Distributed throughout the day,5.497314968410652,MINIMAL,FALLING,0,0.43172102659874023,morning_shift,10:00
89618920e4fffff,7,7,1,3,1.744318743508246,0,2.571428571428572,CAR,NO PARKING | WRONG PARKING,12.956858671428572,77.74306364285714,Whitefield,0.0,arterial,2.0,3600.0,0.0,7.0,False,-0.2653297327237903,0.191,False,False,0.0084773996569497,0.197,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0019324649510672,0.0019324649510672,0.6057786546239967,0.0031900512444874,0.0543189431693411,0.0382165605095541,0.3142857142857144,0.0039299195233712,3.5,0.0412698412698412,0.0133333333333333,0.0,8.07210764130152,1986,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-4fffff,Distributed throughout the day,10.493739933691977,MINIMAL,RISING,3,0.8470659830458591,night_shift,0:00
89618920e57ffff,4,4,1,2,1.9321477658108472,3,4.0,LORRY/GOODS VEHICLE,NO PARKING,12.953339975,77.74453585,Whitefield,0.0,collector,3.0,3600.0,0.75,4.0,True,-0.2338278654935705,0.241,False,False,0.0620084622719378,0.26,3,LL,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.0011042656863241,0.0011042656863241,0.6057786546239967,0.0018228864254214,0.0722639002394895,0.019108280254777,0.6,0.2443130017385898,1.3333333333333333,0.0137566137566137,0.0066666666666666,0.75,25.1369829141571,159,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-57ffff,Heavy peak-hour concentration (>60%),20.109586331325684,LOW,UNKNOWN,4,5.054943280213009,morning_shift,8:00
89618920e63ffff,5,5,1,3,1.585128655750419,0,2.3,CAR,NO PARKING | WRONG PARKING,12.95697144,77.73774412,Whitefield,0.0,arterial,2.0,3600.0,0.0,5.0,False,-0.0999077295068968,0.478,False,False,0.0187208931966219,0.5,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0013803321079051,0.0013803321079051,0.6057786546239967,0.0022786080317767,0.0542116602393201,0.0254777070063694,0.2599999999999999,0.0024928026059712,2.5,0.0285714285714285,0.0133333333333333,0.0,6.448703489183422,2148,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-63ffff,Distributed throughout the day,8.38331453593845,MINIMAL,RISING,3,0.5406150969882838,night_shift,0:00
89618920e6fffff,4,4,2,3,0.9710836044528413,0,1.75,CAR,NO PARKING | WRONG PARKING,12.9569641,77.735726825,Whitefield,0.0,arterial,2.0,3600.0,0.0,2.0,False,0.0944706104155553,0.278,False,False,-0.0398336002751977,0.289,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0011042656863241,0.000552132843162,0.6057786546239967,0.0009114432127107,0.0540799830455944,0.0063694267515923,0.15,0.0007289104126659,1.0,0.0095238095238095,0.0133333333333333,0.0,3.4500043532336035,2391,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-6fffff,Distributed throughout the day,2.4150030472635224,MINIMAL,FALLING,0,0.0833177102613157,morning_shift,2:00
89618920e7bffff,13,13,4,9,1.6074600983529168,2,2.423076923076923,CAR,NO PARKING | WRONG PARKING,12.956974492307692,77.74017455384616,Whitefield,0.0,arterial,2.0,3600.0,0.1538461538461538,3.25,False,-0.2093572620223706,0.286,False,False,0.0677154112665647,0.324,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0035888634805534,0.0008972158701383,0.6057786546239967,0.0014810952206548,0.0541519444125682,0.0143312101910828,0.2846153846153846,0.0016928745573536,1.625,0.0174603174603174,0.0533333333333333,0.1538461538461538,8.418145071931468,1935,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-7bffff,Distributed throughout the day,5.892701550352027,MINIMAL,FALLING,0,0.4960561651645884,morning_shift,7:00
89618920e83ffff,11,11,5,6,0.9010913347279288,4,1.5454545454545454,SCOOTER,WRONG PARKING,12.9412263,77.74704546363637,Whitefield,0.0,arterial,2.0,3600.0,0.3636363636363636,2.2,False,-0.2955510954174101,0.135,False,False,0.1197254470412505,0.147,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0030367306373913,0.0006073461274782,0.6057786546239967,0.0010025875339817,0.0540783396121309,0.0076433121019108,0.109090909090909,0.000706895670595,1.1,0.0107936507936507,0.0333333333333333,0.3636363636363636,6.518640629379585,2143,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-83ffff,Distributed throughout the day,4.5630484405657095,MINIMAL,FALLING,0,0.2974487295849879,morning_shift,10:00
89618920e8bffff,38,38,13,19,2.2604098908872428,8,2.236842105263158,CAR,PARKING IN A MAIN ROAD | WRONG PARKING,12.942547371052632,77.74717413421052,Whitefield,0.0,collector,2.0,2400.0,0.2105263157894736,2.923076923076923,False,-0.3025563427188438,0.128,False,False,0.1055659909761611,0.138,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0104905240200792,0.0008069633861599,0.6057786546239967,0.0013321093108848,0.0721732638927439,0.012248897599216,0.2473684210526316,0.2430988754352352,1.4615384615384617,0.0153846153846153,0.12,0.2105263157894736,13.651600758401704,1137,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-8bffff,Distributed throughout the day,17.747080985922217,MINIMAL,RISING,7,2.422760642468322,night_shift,4:00
89618920e93ffff,47,45,10,25,1.5829276298461012,10,1.75531914893617,SCOOTER,NO PARKING,12.938151678723404,77.7468367574468,Whitefield,0.0,arterial,2.0,3600.0,0.2127659574468085,4.7,False,-0.3197726174983734,0.086,False,False,0.0674098317225913,0.108,3,LL,False,False,NOT_HOTSPOT,0.0,277.0,277.0,1.0,0.0,,0.0129751218143085,0.0012975121814308,0.2166064981949458,0.0059901812376057,0.0544028510952587,0.0235668789808917,0.1510638297872339,0.0050539147369297,2.35,0.0266666666666666,0.16,0.2127659574468085,7.839186439473653,2014,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-93ffff,Distributed throughout the day,5.487430507631557,MINIMAL,FALLING,0,0.43016990822979323,night_shift,3:00
89618920e97ffff,2,2,1,2,1.443882978919607,1,1.75,SCOOTER,PARKING IN A MAIN ROAD | WRONG PARKING,12.93779265,77.7459833,Whitefield,0.0,collector,2.0,2000.0,0.5,2.0,False,-0.2936135198364154,0.138,False,False,0.1235022539301907,0.149,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000552132843162,0.000552132843162,0.6057786546239967,0.0009114432127107,0.0721066440607924,0.0063694267515923,0.15,0.2422064642425775,1.0,0.0095238095238095,0.0066666666666666,0.5,13.21288876316517,1189,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-97ffff,Moderate peak-hour concentration (40-60%),13.21288876316517,MINIMAL,STABLE,0,1.745804294677764,morning_shift,1:00
89618920e9bffff,23,22,7,13,1.1133928796318535,6,2.152173913043478,CAR,WRONG PARKING,12.942199482608697,77.74757605217391,Whitefield,0.0,collector,2.0,2400.0,0.2608695652173913,3.2857142857142856,False,-0.3060697168899393,0.117,False,False,0.0981669437401332,0.133,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0063495276963637,0.0009070753851948,0.6057786546239967,0.0014973709923104,0.0721849573992057,0.0145586897179253,0.2304347826086956,0.2432555167197033,1.6428571428571428,0.0176870748299319,0.08,0.2608695652173913,13.51177500413901,1151,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-9bffff,Distributed throughout the day,9.458242502897306,MINIMAL,FALLING,0,1.27797644633733,morning_shift,7:00
89618920ec7ffff,3,2,1,3,1.3183347464017316,0,2.0,CAR,NO PARKING | WRONG PARKING,12.946378633333332,77.74672973333334,Whitefield,0.0,arterial,2.0,3600.0,0.0,3.0,False,-0.3101082270128825,0.108,False,False,0.1063484491883115,0.125,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000828199264743,0.000828199264743,0.6057786546239967,0.001367164819066,0.0541210891793655,0.0127388535031847,0.2,0.0012795508569545,1.5,0.0158730158730158,0.0133333333333333,0.0,4.7154909261472815,2322,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-c7ffff,Distributed throughout the day,3.300843648303097,MINIMAL,FALLING,0,0.15565098272204142,night_shift,0:00
89618920ed3ffff,1,1,1,1,2.079441541679836,0,5.0,BUS (BMTC/KSRTC),WRONG PARKING,12.9445675,77.7532548,Whitefield,0.0,local,2.0,1600.0,0.0,1.0,False,-0.2839259131265049,0.153,False,False,0.1414786387381084,0.166,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.1082092840815009,0.0,0.8,0.7258222149161256,0.5,0.0031746031746031,0.0,0.0,30.56406334594157,53,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-d3ffff,Distributed throughout the day,24.451250676753254,LOW,UNKNOWN,1,7.473295745717832,night_shift,2:00
89618920ed7ffff,11,11,1,5,0.8160848672654736,2,1.9090909090909087,CAR,WRONG PARKING,12.94327401818182,77.7497482909091,Whitefield,0.0,local,2.0,1600.0,0.1818181818181818,11.0,False,-0.3808318941285726,0.018,False,True,-0.1063589320998218,0.032,4,HL,True,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0030367306373913,0.0030367306373913,0.6057786546239967,0.0050129376699088,0.1087370957468323,0.0636942675159235,0.1818181818181817,0.7328925575447278,5.5,0.0666666666666666,0.0266666666666666,0.1818181818181818,22.97141996000477,255,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-d7ffff,Distributed throughout the day,29.862845948006203,LOW,RISING,4,6.859919754725772,morning_shift,13:00
89618921817ffff,7,6,1,1,1.4556090791758851,0,3.5,LGV,WRONG PARKING,12.9894244,77.74874527142858,Mahadevapura,0.0,collector,2.0,2400.0,0.0,7.0,False,0.6937104869178207,0.048,True,False,-0.022165871657596,0.056,2,LH,False,False,EMERGING,0.4,99.04607820366608,,0.0,0.0,,0.0019324649510672,0.0019324649510672,0.6057786546239967,0.0031900512444874,0.072568655489392,0.0382165605095541,0.5,0.2483953746306763,3.5,0.0412698412698412,0.0,0.0,16.5423691244,753,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Mahadevapura / Cell-17ffff,Distributed throughout the day,13.23389529952,MINIMAL,UNKNOWN,7,2.1891998099832195,night_shift,4:00
8961892184bffff,53,52,10,31,0.874267176543525,33,1.8396226415094337,CAR,NO PARKING,13.00378216668664,77.75701540536559,Mahadevapura,0.0,arterial,2.0,3600.0,0.6226415094339622,5.3,True,0.0773702941954651,0.299,False,False,-0.0127146216752277,0.303,2,LH,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.0146315203437947,0.0014631520343794,0.6057786546239967,0.0024153245136833,0.0541828216376862,0.0273885350318471,0.1679245283018867,0.0021064928521816,2.65,0.0304761904761904,0.2,0.6226415094339622,12.768891750360028,1257,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Mahadevapura / Cell-4bffff,Heavy peak-hour concentration (>60%),8.93822422525202,MINIMAL,FALLING,2,1.1413121757268867,morning_shift,8:00
8961892185bffff,36,35,2,13,0.6825574319680573,15,1.8194444444444444,CAR,WRONG PARKING,13.002079219444443,77.7572457361111,Mahadevapura,0.0,arterial,4.0,7200.0,0.4166666666666667,18.0,True,-0.0457178509882402,0.435,False,False,-0.0379331311504662,0.437,4,HL,False,False,EMERGING,0.3,300.0,300.0,1.0,0.0,,0.0099383911769171,0.0049691955884585,0.2,0.0248459779422929,0.054844269552599,0.10828025477707,0.1638888888888889,0.0109669703607106,4.5,0.0539682539682539,0.08,0.4166666666666667,11.98031403060922,1360,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Mahadevapura / Cell-5bffff,Moderate peak-hour concentration (40-60%),15.574408239791987,MINIMAL,RISING,21,1.8658630155361577,morning_shift,8:00
89618921887ffff,54,50,7,19,1.3240630481508886,36,1.7962962962962965,MOTOR CYCLE,WRONG PARKING,12.9834689,77.7520662074074,Whitefield,0.0,arterial,2.0,3600.0,0.6666666666666666,7.714285714285714,True,0.6843570808615621,0.048,True,False,0.0161580853244024,0.058,1,HH,False,False,CONFIRMED,0.7,18.666666666666668,19.0,3.0,0.0,,0.0149075867653757,0.0021296552521965,3.214285714285714,0.0006625594117944,0.0540653846251761,0.0427661510464058,0.1592592592592593,0.0005333561250793,3.857142857142857,0.0458049886621315,0.12,0.6666666666666666,12.818747580445557,1253,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-87ffff,Heavy peak-hour concentration (>60%),8.973123306311889,MINIMAL,FALLING,0,1.1502420267182516,morning_shift,9:00
896189218a3ffff,105,83,1,6,0.9876483920325548,76,1.0,SCOOTER,PARKING IN A MAIN ROAD | NO PARKING,12.985454286666666,77.74566034285714,Whitefield,0.0,local,2.0,1600.0,0.7238095238095238,105.0,True,0.6516534885478089,0.053,False,False,4.863968170626662,0.056,1,HH,False,False,EMERGING,0.3,58.66666666666666,56.0,3.0,1.0,3.0,0.0289869742660084,0.0289869742660084,1.0227272727272727,0.0283428192823193,0.1101108724508828,0.6624203821656051,0.0,0.7512950913097414,52.5,0.6634920634920635,0.0333333333333333,0.7238095238095238,49.11022090414448,5,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Whitefield / Cell-a3ffff,Heavy peak-hour concentration (>60%),63.84328717538782,HIGH,RISING,21,31.3535793643003,morning_shift,10:00
896189218b3ffff,6,6,2,4,0.577622650466621,1,1.6666666666666667,CAR,NO PARKING,12.984647933333331,77.74950919999999,Mahadevapura,0.0,arterial,2.0,3600.0,0.1666666666666666,3.0,False,0.7300629575426331,0.048,True,False,-0.2505304643226666,0.045,2,LH,True,False,EMERGING,0.4,99.04607820366608,,0.0,0.0,,0.0016563985294861,0.000828199264743,0.6057786546239967,0.001367164819066,0.0541046420407504,0.0127388535031847,0.1333333333333333,0.0010592319195247,1.5,0.0158730158730158,0.02,0.1666666666666666,5.111084547398684,2260,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Mahadevapura / Cell-b3ffff,Distributed throughout the day,3.5777591831790785,MINIMAL,FALLING,1,0.18286229675460322,morning_shift,11:00
896189218c7ffff,6,6,3,4,1.9815844669349687,2,2.333333333333333,CAR,PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING,12.99182375,77.75641631666666,Mahadevapura,0.0,arterial,2.0,3600.0,0.3333333333333333,2.0,False,0.918520941700478,0.036,True,False,-0.3866577919298957,0.024,2,LH,True,False,EMERGING,0.4,99.04607820366608,,0.0,0.0,,0.0016563985294861,0.000552132843162,0.6057786546239967,0.0009114432127107,0.0540991610496379,0.0063694267515923,0.2666666666666666,0.0009858108724825,1.0,0.0095238095238095,0.02,0.3333333333333333,9.188475695763271,1781,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Mahadevapura / Cell-c7ffff,Distributed throughout the day,11.945018404492254,MINIMAL,RISING,4,1.0975651129512205,morning_shift,6:00
896189218cfffff,15,15,4,12,0.7693933704215393,1,2.1666666666666665,CAR,NO PARKING,12.994497486666669,77.75771554666667,Mahadevapura,0.0,arterial,2.0,3600.0,0.0666666666666666,3.75,False,0.0150667177872627,0.368,False,False,-0.0043238194216245,0.36,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0041409963237154,0.0010352490809288,0.6057786546239967,0.0017089560238325,0.0541560601048629,0.0175159235668789,0.2333333333333333,0.001748006636822,1.875,0.0206349206349206,0.0733333333333333,0.0666666666666666,6.8490486980988905,2120,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Mahadevapura / Cell-cfffff,Distributed throughout the day,6.8490486980988905,MINIMAL,STABLE,0,0.4690946806893011,night_shift,2:00
